Genotype	Replicate	ID	Chamber	Species	Census	Growth.days	Juvenile	Apterous	Alate	Sum
37	12	37_12	2	M.asc	4	13	109	0	32	141
37	12	37_12	2	M.asc	5	17	247	0	47	294
37	13	37_13	1	M.per	1	4	11	5	0	16
37	13	37_13	1	M.per	2	7	53	6	0	59
37	13	37_13	1	M.per	3	10	50	11	0	61
37	13	37_13	1	M.per	4	13	141	19	0	160
37	13	37_13	1	M.per	5	17	125	32	2	159
37	14	37_14	1	A.ner	1	3	8	5	0	13
37	14	37_14	1	A.ner	2	6	14	5	0	19
37	14	37_14	1	A.ner	3	9	36	11	0	47
37	14	37_14	1	A.ner	4	13	153	21	1	175
37	14	37_14	1	A.ner	5	17	315	27	7	349
37	15	37_15	2	M.per	1	4	11	5	0	16
37	15	37_15	2	M.per	2	7	46	4	0	50
37	15	37_15	2	M.per	3	10	73	12	0	85
37	15	37_15	2	M.per	4	13	191	20	0	211
37	15	37_15	2	M.per	5	17	317	16	1	334
37	16	37_16	1	A.asc	1	4	18	4	1	23
37	16	37_16	1	A.asc	2	7	40	5	1	46
37	16	37_16	1	A.asc	3	10	78	16	2	96
37	16	37_16	1	A.asc	4	13	207	28	0	235
37	16	37_16	1	A.asc	5	17	268	31	16	315
37	17	37_17	1	A.asc	1	4	1	5	0	6
37	17	37_17	1	A.asc	2	7	12	5	0	17
37	17	37_17	1	A.asc	3	10	13	5	0	18
37	17	37_17	1	A.asc	4	13	49	8	0	57
37	17	37_17	1	A.asc	5	17	146	27	3	176
41	1	41_01	2	A.ner	1	4	13	5	0	18
41	1	41_01	2	A.ner	2	6	31	8	0	39
41	1	41_01	2	A.ner	3	9	107	19	0	126
41	1	41_01	2	A.ner	4	12	334	31	0	365
41	1	41_01	2	A.ner	5	16	666	26	24	716
41	2	41_02	1	A.asc	1	4	13	5	0	18
41	2	41_02	1	A.asc	2	7	50	5	0	55
41	2	41_02	1	A.asc	3	10	63	24	0	87
41	2	41_02	1	A.asc	4	14	240	42	4	286
41	2	41_02	1	A.asc	5	18	294	38	10	342
41	3	41_03	2	A.ner	1	4	7	5	0	12
41	3	41_03	2	A.ner	2	6	12	6	0	18
41	3	41_03	2	A.ner	3	9	58	10	0	68
41	3	41_03	2	A.ner	4	12	188	24	0	212
41	3	41_03	2	A.ner	5	16	482	34	13	529
41	4	41_04	1	M.asc	1	3	5	0	5	10
41	4	41_04	1	M.asc	2	6	58	0	4	62
41	4	41_04	1	M.asc	3	9	64	0	2	66
41	4	41_04	1	M.asc	4	13	104	0	14	118
41	4	41_04	1	M.asc	5	17	81	0	36	117
41	5	41_05	1	M.asc	1	3	7	0	3	10
41	5	41_05	1	M.asc	2	6	19	0	2	21
41	5	41_05	1	M.asc	3	9	23	0	2	25
41	5	41_05	1	M.asc	4	13	15	0	11	26
41	5	41_05	1	M.asc	5	17	19	0	11	30
41	6	41_06	2	M.per	1	4	20	5	0	25
41	6	41_06	2	M.per	2	7	48	7	0	55
41	6	41_06	2	M.per	3	10	135	15	0	150
41	6	41_06	2	M.per	4	13	201	23	0	224
41	6	41_06	2	M.per	5	17	569	39	0	608
41	7	41_07	2	M.asc	1	4	33	0	3	36
41	7	41_07	2	M.asc	2	7	54	0	4	58
41	7	41_07	2	M.asc	3	10	87	0	10	97
41	7	41_07	2	M.asc	4	13	216	0	43	259
41	7	41_07	2	M.asc	5	18	351	0	64	415
41	8	41_08	1	A.ner	1	3	8	5	0	13
41	8	41_08	1	A.ner	2	6	25	8	0	33
41	8	41_08	1	A.ner	3	9	93	13	1	107
41	8	41_08	1	A.ner	4	13	390	28	5	423
41	8	41_08	1	A.ner	5	17	462	34	63	559
41	10	41_10	2	M.asc	1	4	7	0	4	11
41	10	41_10	2	M.asc	2	7	33	0	3	36
41	10	41_10	2	M.asc	3	10	46	0	1	47
41	10	41_10	2	M.asc	4	13	34	0	4	38
41	10	41_10	2	M.asc	5	17	41	0	24	65
41	11	41_11	1	M.per	1	4	18	5	0	23
41	11	41_11	1	M.per	2	7	35	6	0	41
41	11	41_11	1	M.per	3	10	88	22	0	110
41	11	41_11	1	M.per	4	13	183	24	0	207
41	11	41_11	1	M.per	5	17	308	39	0	347
41	12	41_12	1	A.ner	1	3	2	5	0	7
41	12	41_12	1	A.ner	2	6	5	4	1	10
41	12	41_12	1	A.ner	3	9	25	3	0	28
41	12	41_12	1	A.ner	4	13	74	12	1	87
41	12	41_12	1	A.ner	5	17	168	21	2	191
41	13	41_13	1	A.asc	1	4	16	5	0	21
41	13	41_13	1	A.asc	2	7	31	7	0	38
41	13	41_13	1	A.asc	3	10	68	17	0	85
41	13	41_13	1	A.asc	4	14	231	26	3	260
41	13	41_13	1	A.asc	5	18	333	56	12	401
41	14	41_14	2	M.per	1	4	22	5	0	27
41	14	41_14	2	M.per	2	7	67	14	0	81
41	14	41_14	2	M.per	3	10	162	21	0	183
41	14	41_14	2	M.per	4	13	279	43	0	322
41	14	41_14	2	M.per	5	17	498	47	2	547
41	15	41_15	2	A.asc	1	4	4	3	2	9
41	15	41_15	2	A.asc	2	7	15	4	2	21
41	15	41_15	2	A.asc	3	10	43	3	2	48
41	15	41_15	2	A.asc	4	13	60	11	2	73
41	15	41_15	2	A.asc	5	17	167	23	2	192
41	17	41_17	2	A.asc	1	4	0	4	1	5
41	17	41_17	2	A.asc	2	7	28	5	1	34
41	17	41_17	2	A.asc	3	10	48	8	1	57
41	17	41_17	2	A.asc	4	13	137	18	0	155
41	17	41_17	2	A.asc	5	17	203	32	3	238
41	18	41_18	2	M.per	1	5	11	5	0	16
41	18	41_18	2	M.per	2	7	54	5	0	59
41	18	41_18	2	M.per	3	10	96	8	0	104
41	18	41_18	2	M.per	4	13	102	26	0	128
41	18	41_18	2	M.per	5	17	350	46	0	396
43	1	43_01	2	M.per	1	5	15	5	0	20
43	1	43_01	2	M.per	2	7	39	9	0	48
43	1	43_01	2	M.per	3	10	44	9	0	53
43	1	43_01	2	M.per	4	13	118	18	0	136
43	1	43_01	2	M.per	5	17	194	24	0	218
43	2	43_02	1	A.ner	1	3	8	5	0	13
43	2	43_02	1	A.ner	2	6	41	7	0	48
43	2	43_02	1	A.ner	3	9	75	17	0	92
43	2	43_02	1	A.ner	4	12	170	19	7	196
43	2	43_02	1	A.ner	5	16	205	28	11	244
43	3	43_03	2	A.ner	1	3	6	5	0	11
43	3	43_03	2	A.ner	2	6	27	7	0	34
43	3	43_03	2	A.ner	3	9	69	11	0	80
43	3	43_03	2	A.ner	4	12	242	18	0	260
43	3	43_03	2	A.ner	5	16	478	26	12	516
43	6	43_06	1	M.per	1	4	16	5	0	21
43	6	43_06	1	M.per	2	7	31	4	0	35
43	6	43_06	1	M.per	3	10	39	7	0	46
43	6	43_06	1	M.per	4	13	46	7	0	53
43	6	43_06	1	M.per	5	17	60	18	0	78
43	7	43_07	2	A.asc	1	5	9	5	0	14
43	7	43_07	2	A.asc	2	7	19	5	0	24
43	7	43_07	2	A.asc	3	10	36	9	0	45
43	7	43_07	2	A.asc	4	13	79	14	0	93
43	7	43_07	2	A.asc	5	17	126	18	3	147
43	8	43_08	1	M.per	1	4	12	5	0	17
43	8	43_08	1	M.per	2	7	33	6	0	39
43	8	43_08	1	M.per	3	10	26	8	0	34
43	8	43_08	1	M.per	4	13	92	24	0	116
43	8	43_08	1	M.per	5	17	58	23	0	81
43	9	43_09	2	A.asc	1	4	28	4	1	33
43	9	43_09	2	A.asc	2	7	27	4	1	32
43	9	43_09	2	A.asc	3	10	21	4	1	26
43	9	43_09	2	A.asc	4	13	27	7	1	35
43	9	43_09	2	A.asc	5	17	53	10	0	63
43	10	43_10	1	M.asc	1	3	9	0	4	13
43	10	43_10	1	M.asc	2	6	51	0	4	55
43	10	43_10	1	M.asc	3	9	74	0	4	78
43	10	43_10	1	M.asc	4	13	83	0	14	97
43	10	43_10	1	M.asc	5	17	169	0	37	206
43	11	43_11	1	A.ner	1	3	29	5	0	34
43	11	43_11	1	A.ner	2	6	55	9	0	64
43	11	43_11	1	A.ner	3	9	108	24	5	137
43	11	43_11	1	A.ner	4	12	287	30	12	329
43	11	43_11	1	A.ner	5	16	517	34	48	599
43	12	43_12	1	A.asc	1	4	7	5	0	12
43	12	43_12	1	A.asc	2	7	18	5	0	23
43	12	43_12	1	A.asc	3	10	29	13	0	42
43	12	43_12	1	A.asc	4	14	98	19	1	118
43	12	43_12	1	A.asc	5	18	124	38	1	163
43	13	43_13	1	A.asc	1	4	8	5	0	13
43	13	43_13	1	A.asc	2	7	16	5	0	21
43	13	43_13	1	A.asc	3	10	28	8	0	36
43	13	43_13	1	A.asc	4	14	110	17	1	128
43	13	43_13	1	A.asc	5	18	138	18	1	157
43	14	43_14	1	M.asc	1	3	17	0	4	21
43	14	43_14	1	M.asc	2	6	8	0	4	12
43	14	43_14	1	M.asc	3	9	10	0	3	13
43	14	43_14	1	M.asc	4	12	1	0	4	5
43	14	43_14	1	M.asc	5	16	0	0	2	2
43	15	43_15	2	A.ner	1	3	1	4	1	6
43	15	43_15	2	A.ner	2	6	34	4	1	39
43	15	43_15	2	A.ner	3	9	70	11	2	83
43	15	43_15	2	A.ner	4	12	240	16	2	258
43	15	43_15	2	A.ner	5	16	469	41	8	518
43	16	43_16	2	M.asc	1	5	18	0	2	20
43	16	43_16	2	M.asc	2	7	20	0	2	22
43	16	43_16	2	M.asc	3	10	29	0	2	31
43	16	43_16	2	M.asc	4	13	49	0	7	56
43	16	43_16	2	M.asc	5	17	98	0	21	119
43	17	43_17	2	M.per	1	4	18	5	0	23
43	17	43_17	2	M.per	2	7	68	14	0	82
43	17	43_17	2	M.per	3	10	186	28	0	214
43	17	43_17	2	M.per	4	13	203	26	0	229
43	17	43_17	2	M.per	5	17	414	31	0	445
43	18	43_18	2	M.asc	1	4	18	0	2	20
43	18	43_18	2	M.asc	2	7	30	0	3	33
43	18	43_18	2	M.asc	3	10	32	0	2	34
43	18	43_18	2	M.asc	4	13	66	0	9	75
43	18	43_18	2	M.asc	5	18	147	0	19	166
45	1	45_01	1	M.asc	1	3	30	0	4	34
45	1	45_01	1	M.asc	2	6	69	0	3	72
45	1	45_01	1	M.asc	3	9	78	0	4	82
45	1	45_01	1	M.asc	4	13	209	0	27	236
45	1	45_01	1	M.asc	5	17	406	0	52	458
45	2	45_02	1	M.asc	1	3	26	0	2	28
45	2	45_02	1	M.asc	2	6	68	0	4	72
45	2	45_02	1	M.asc	3	9	86	0	6	92
45	2	45_02	1	M.asc	4	12	81	0	19	100
45	2	45_02	1	M.asc	5	16	111	0	28	139
45	3	45_03	1	A.ner	1	3	9	4	1	14
45	3	45_03	1	A.ner	2	6	41	4	1	46
45	3	45_03	1	A.ner	3	9	74	9	1	84
45	3	45_03	1	A.ner	4	13	242	19	4	265
45	3	45_03	1	A.ner	5	17	345	35	33	413
45	5	45_05	1	A.ner	1	3	7	5	0	12
45	5	45_05	1	A.ner	2	6	32	5	0	37
45	5	45_05	1	A.ner	3	9	64	9	1	74
45	5	45_05	1	A.ner	4	12	89	12	3	104
45	5	45_05	1	A.ner	5	16	149	18	7	174
45	6	45_06	1	A.asc	1	4	20	5	0	25
45	6	45_06	1	A.asc	2	7	35	7	0	42
45	6	45_06	1	A.asc	3	10	49	5	2	56
45	6	45_06	1	A.asc	4	13	69	15	0	84
45	6	45_06	1	A.asc	5	17	134	23	0	157
45	7	45_07	2	A.ner	1	3	5	5	0	10
45	7	45_07	2	A.ner	2	6	22	4	0	26
45	7	45_07	2	A.ner	3	9	122	12	0	134
45	7	45_07	2	A.ner	4	12	191	25	0	216
45	7	45_07	2	A.ner	5	16	250	32	28	310
45	8	45_08	2	M.per	1	4	12	5	0	17
45	8	45_08	2	M.per	2	7	35	6	0	41
45	8	45_08	2	M.per	3	10	47	12	0	59
45	8	45_08	2	M.per	4	13	118	19	0	137
45	8	45_08	2	M.per	5	17	206	21	0	227
45	9	45_09	2	M.per	1	4	27	5	0	32
45	9	45_09	2	M.per	2	7	33	9	0	42
45	9	45_09	2	M.per	3	10	78	14	0	92
45	9	45_09	2	M.per	4	13	159	23	0	182
45	9	45_09	2	M.per	5	17	212	17	0	229
45	10	45_10	2	A.asc	1	4	0	5	0	5
45	10	45_10	2	A.asc	2	7	34	5	0	39
45	10	45_10	2	A.asc	3	10	43	7	0	50
45	10	45_10	2	A.asc	4	13	51	16	0	67
45	10	45_10	2	A.asc	5	17	250	14	2	266
45	11	45_11	2	A.ner	1	4	19	5	0	24
45	11	45_11	2	A.ner	2	6	32	9	0	41
45	11	45_11	2	A.ner	3	9	101	12	0	113
45	11	45_11	2	A.ner	4	12	337	29	0	366
45	11	45_11	2	A.ner	5	16	584	41	22	647
45	12	45_12	2	A.asc	1	4	10	5	0	15
45	12	45_12	2	A.asc	2	7	27	12	0	39
45	12	45_12	2	A.asc	3	10	116	17	1	134
45	12	45_12	2	A.asc	4	13	254	25	7	286
45	12	45_12	2	A.asc	5	17	262	43	35	340
45	13	45_13	1	M.per	1	4	13	5	0	18
45	13	45_13	1	M.per	2	7	41	3	0	44
45	13	45_13	1	M.per	3	10	25	5	0	30
45	13	45_13	1	M.per	4	14	30	11	0	41
45	13	45_13	1	M.per	5	18	14	5	0	19
45	14	45_14	2	M.asc	1	4	21	0	5	26
45	14	45_14	2	M.asc	2	7	8	0	4	12
45	14	45_14	2	M.asc	3	10	27	0	2	29
45	14	45_14	2	M.asc	4	13	0	0	3	3
45	14	45_14	2	M.asc	5	17	0	0	2	2
45	15	45_15	2	M.asc	1	4	8	0	4	12
45	15	45_15	2	M.asc	2	7	14	0	4	18
45	15	45_15	2	M.asc	3	10	11	0	4	15
45	15	45_15	2	M.asc	4	13	4	0	3	7
45	15	45_15	2	M.asc	5	18	4	0	2	6
45	17	45_17	1	M.per	1	4	33	5	0	38
45	17	45_17	1	M.per	2	7	63	13	0	76
45	17	45_17	1	M.per	3	10	92	23	0	115
45	17	45_17	1	M.per	4	14	265	24	0	289
45	17	45_17	1	M.per	5	18	263	47	2	312
45	18	45_18	1	A.asc	1	4	8	5	0	13
45	18	45_18	1	A.asc	2	7	20	5	0	25
45	18	45_18	1	A.asc	3	10	17	6	0	23
45	18	45_18	1	A.asc	4	14	30	14	0	44
45	18	45_18	1	A.asc	5	18	111	13	1	125
47	1	47_01	1	A.ner	1	3	8	5	0	13
47	1	47_01	1	A.ner	2	6	25	6	0	31
47	1	47_01	1	A.ner	3	9	58	9	1	68
47	1	47_01	1	A.ner	4	12	73	14	0	87
47	1	47_01	1	A.ner	5	16	135	23	0	158
47	2	47_02	1	M.asc	1	3	33	0	5	38
47	2	47_02	1	M.asc	2	6	49	0	4	53
47	2	47_02	1	M.asc	3	9	90	0	2	92
47	2	47_02	1	M.asc	4	13	135	0	18	153
47	2	47_02	1	M.asc	5	17	175	0	56	231
47	4	47_04	1	M.per	1	4	24	5	0	29
47	4	47_04	1	M.per	2	7	60	12	0	72
47	4	47_04	1	M.per	3	10	95	15	0	110
47	4	47_04	1	M.per	4	14	246	22	0	268
47	4	47_04	1	M.per	5	18	267	28	0	295
47	5	47_05	2	M.asc	1	4	5	0	0	5
47	5	47_05	2	M.asc	2	7	13	0	5	18
47	5	47_05	2	M.asc	3	10	18	0	3	21
47	5	47_05	2	M.asc	4	13	26	0	4	30
47	5	47_05	2	M.asc	5	17	42	0	13	55
47	6	47_06	1	A.asc	1	4	11	5	1	17
47	6	47_06	1	A.asc	2	7	24	4	1	29
47	6	47_06	1	A.asc	3	10	33	8	1	42
47	6	47_06	1	A.asc	4	14	108	23	1	132
47	6	47_06	1	A.asc	5	18	229	41	0	270
47	7	47_07	2	M.per	1	4	8	5	0	13
47	7	47_07	2	M.per	2	7	37	11	0	48
47	7	47_07	2	M.per	3	10	136	15	0	151
47	7	47_07	2	M.per	4	13	249	38	0	287
47	7	47_07	2	M.per	5	17	441	32	4	477
47	8	47_08	2	A.asc	1	4	10	5	0	15
47	8	47_08	2	A.asc	2	7	25	3	0	28
47	8	47_08	2	A.asc	3	10	25	4	1	30
47	8	47_08	2	A.asc	4	13	14	5	0	19
47	8	47_08	2	A.asc	5	17	20	3	0	23
47	9	47_09	2	A.asc	1	5	0	5	0	5
47	9	47_09	2	A.asc	2	7	1	4	0	5
47	9	47_09	2	A.asc	3	10	5	3	0	8
47	9	47_09	2	A.asc	4	13	5	2	0	7
47	9	47_09	2	A.asc	5	17	45	4	0	49
47	11	47_11	2	M.per	1	5	16	5	0	21
47	11	47_11	2	M.per	2	7	33	9	0	42
47	11	47_11	2	M.per	3	10	58	11	0	69
47	11	47_11	2	M.per	4	13	125	9	0	134
47	11	47_11	2	M.per	5	17	233	32	0	265
47	12	47_12	1	A.ner	1	3	4	5	0	9
47	12	47_12	1	A.ner	2	6	29	7	0	36
47	12	47_12	1	A.ner	3	9	58	16	0	74
47	12	47_12	1	A.ner	4	12	161	26	12	199
47	12	47_12	1	A.ner	5	16	345	25	34	404
47	13	47_13	2	M.asc	1	4	29	0	3	32
47	13	47_13	2	M.asc	2	7	40	0	3	43
47	13	47_13	2	M.asc	3	10	44	0	3	47
47	13	47_13	2	M.asc	4	13	64	0	12	76
47	13	47_13	2	M.asc	5	17	223	0	31	254
47	14	47_14	2	A.ner	1	3	9	5	0	14
47	14	47_14	2	A.ner	2	6	21	5	0	26
47	14	47_14	2	A.ner	3	9	37	4	0	41
47	14	47_14	2	A.ner	4	12	178	21	0	199
47	14	47_14	2	A.ner	5	16	353	26	7	386
47	15	47_15	1	M.asc	1	3	11	0	4	15
47	15	47_15	1	M.asc	2	6	52	0	5	57
47	15	47_15	1	M.asc	3	9	67	0	3	70
47	15	47_15	1	M.asc	4	13	85	0	7	92
47	15	47_15	1	M.asc	5	17	185	0	32	217
47	16	47_16	1	A.asc	1	4	2	5	0	7
47	16	47_16	1	A.asc	2	7	2	5	0	7
47	16	47_16	1	A.asc	3	10	18	7	0	25
47	16	47_16	1	A.asc	4	14	36	11	0	47
47	16	47_16	1	A.asc	5	18	90	28	0	118
47	17	47_17	2	A.ner	1	4	8	5	0	13
47	17	47_17	2	A.ner	2	6	16	7	0	23
47	17	47_17	2	A.ner	3	9	89	14	0	103
47	17	47_17	2	A.ner	4	12	215	15	2	232
47	17	47_17	2	A.ner	5	16	672	34	21	727
47	18	47_18	1	M.per	1	4	12	5	0	17
47	18	47_18	1	M.per	2	7	32	8	0	40
47	18	47_18	1	M.per	3	10	49	14	0	63
47	18	47_18	1	M.per	4	13	113	18	0	131
47	18	47_18	1	M.per	5	17	257	38	0	295
