Yr Mo,Year ,Month,X2 (Km),X10 (Km),Delta Area -- Ppp (Preferred On All Axes),Delta Area - Aaa (Avoided For All Axes),Delta Area --- Paa (Preferred Habitat Type Only),Delta Area -- Ppa (Preferred Type And Depth),Delta Area -- Apa (Preferred Depth),Delta Area -- App (Preferred Depth And Cover),Delta Area -- Aap (Preferred Cover),Delta Area --- Pap (Preferred Type And Cover),Delta Capacity Total,Nbay Area -- Ppp (Preferred On All Axes),Nbay Area - Aaa (Avoided For All Axes),Nbay Area --- Paa (Preferred Substrate Type Only),Nbay Area -- Ppa (Preferred Type And Depth),Nbay Area -- Apa (Preferred Depth),Nbay Area -- App (Preferred Depth And Salinity),Nbay Area -- Aap (Preferred Salinity),Nbay Area --- Pap (Preferred Type And Salinity),Bay Capacity Total,Habitat Total (M2),Record Number,Accessed Date,Source Url,Preferred Citation
193210,1932,10,92.3227462768555,69.2420597076416,69773.5506436445,99586264.1223786,3415.0947266,697623.469831847,21417900.5782857,7485559.50114385,31944618.8004123,1065.2137,161206220.331123,3384.046427,3534743.13710914,33832.748839,556193.860358579,1343608.47581474,54053.20478509,265324.8851521,3890.81207,5795031.17055565,167001251.501678,Row 31 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193211,1932,11,91.3709564208985,68.5282173156738,68253.6778242711,97316726.9047668,9044.5775327,701087.24633229,22677860.8239247,8263201.46662277,30700257.2177631,2328.28844,159738760.203207,3185.205427,3883642.19201664,30812.729129,625869.283227988,2219650.68288694,55395.03949459,268426.288403,3656.539095,7090637.95968016,166829398.162887,Row 32 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193212,1932,12,91.8501815795898,68.8876361846924,66164.2211641511,100163512.955947,13217.40551432,691148.14100734,21702332.4096539,8282700.53663927,31471421.1937375,3348.61254,162393845.476203,8877.409394,4277309.50711385,36158.084953,645486.027320474,1845632.71050557,105878.77073028,300933.0719058,4649.481067,7224925.06298997,169618770.539193,Row 33 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193301,1933,1,92.0314178466797,69.0235633850098,67588.4727642711,97624846.0494677,13469.0720927,691329.707824765,22779646.3591063,8326065.08506768,30826318.7330001,2747.04684,160332010.526164,3827.4372432,3596512.0165584,40024.65967,580931.291735223,1776070.34288295,61423.79018009,276274.6128498,4879.399049,6339943.55016866,166671954.076332,Row 34 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193302,1933,2,84.0202331542969,63.0151748657227,69730.9274642711,103546325.242291,3615.0836596,708627.818834069,19876542.4475019,7082725.33692599,33137209.2612847,1065.2736817,164425841.391643,6441.492222,17506832.3734066,29293.97152,1079693.39575552,15551866.4311226,163397.33772559,924415.64162468,4029.297199,35265969.940576,199691811.332219,Row 35 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193303,1933,3,78.6595458984375,58.9946594238281,67588.4727642711,99067148.9389984,13369.0470927,697173.520747369,22594785.7173623,8264675.72273494,31217969.4577852,2647.02194,161925357.899425,5973.701497,31195922.9096831,36569.01414994,1350585.84139206,33053737.6070555,1099544.99261129,1629809.29171858,4111.2683337,68376254.6264412,230301612.525866,Row 36 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193304,1933,4,75.1953277587891,56.3964958190918,85630.8752678596,96306739.9619313,7834.92695,701808.326729613,29777050.7702764,11181677.6310108,28170402.8879964,4758.62037329,166235904.000536,1004.784,37207909.4458603,4351.58156,1721492.34206216,36535861.4172196,1571409.99805282,2978883.6513595,1061.57065,80021974.7907644,246257878.7913,Row 37 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193305,1933,5,76.6284408569336,57.4713306427002,69873.5736436445,101174802.698905,3202.5578596,709642.321466358,21131629.2202015,7345483.54569261,32348158.1446816,1018.8397817,162783810.902232,3572.893379,34906933.627459,38560.63047,1504641.60079562,35273085.2883897,1534152.29185592,2782949.5092777,4923.677339,76048819.5189659,238832630.421198,Row 38 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193306,1933,6,81.2891387939453,60.966854095459,67588.4727642711,100291891.983396,13369.0470927,697173.520747369,21904865.2393423,8114798.28900287,31642444.086619,2647.02194,162734777.660905,7480.548256,26873766.7324498,77280.425243,1227199.0376388,25199312.5067766,225630.18561229,1078952.96236928,5357.6501917,54694980.0485375,217429757.709442,Row 39 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193307,1933,7,82.8671340942383,62.1503505706787,66450.9817642711,96992038.3136636,14087.22103704,694754.210870369,23736899.1843853,8799323.0980479,30217143.8640265,3278.99934,160523975.873135,6144.577622,24278282.9433156,192658.577493,1100741.87077579,17164405.6887967,181085.98268859,987313.06743498,7955.731977,43918588.4401037,204442564.313239,Row 40 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193308,1933,8,86.3696212768555,64.7772159576416,67390.8942642711,97796489.7173992,13384.1051327,696444.735630369,22824770.3776168,8329958.32722511,30776317.0292024,2440.04554,160507195.232011,3672.955379,10687691.563181,39070.12877,1018277.71853016,9455138.36640122,97530.38485002,471632.14656842,4934.524839,21777947.7885188,182285143.02053,Row 41 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193309,1933,9,90.68212890625,68.0115966796875,64309.8887809811,94625567.5390837,12353.32006332,692551.723345369,25575017.210544,9870166.64267676,28940717.5353639,4255.52014329,159784939.380001,6293.118922,5049678.30880827,44096.32648,705581.801433297,2968168.2778736,83752.01541509,290157.09843828,4434.088499,9152161.03586954,168937100.415871,Row 42 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193310,1933,10,92.9221649169922,69.6916236877441,65938.9786641511,96632163.4522974,13612.00684432,668565.982332877,23400989.3769811,8752280.62427066,30280861.9410571,3573.85054,159817986.212988,8296.4631922,3182717.80699337,21157.1014921,575380.790893532,1241022.74839069,76046.5159993,246220.418068,2855.784508,5353697.62953719,165171683.842525,Row 43 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193311,1933,11,92.7183990478515,69.5387992858887,65938.9777641511,97069063.8062588,12716.99384432,673905.56123506,23289785.9128197,8766669.11052814,30385522.5009063,3371.23364,160266974.096996,8545.7059322,3315667.00806007,22970.8229721,584766.745898525,1396306.58279199,77262.5365286,259066.2516125,3115.986738,5667701.64053399,165934675.73753,Row 44 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193312,1933,12,92.95361328125,69.7152099609375,68358.3391942711,97705182.1998331,7577.3364627,677125.276941656,22068896.1530306,8010720.6615034,31066644.4487697,2223.63344,159606728.049175,3296.992827,3304521.49786434,36675.245548,532096.399157078,849080.151062702,51339.27591029,251303.6095221,4683.872129,5032997.04402051,164639725.093196,Row 45 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193401,1934,1,87.2438125610352,65.4328594207764,87110.9113878596,98892922.8595751,11953.21706332,705017.482933613,29797444.725202,11686200.3888699,28758102.3019178,4155.49047329,169942907.377423,1403.849,7852892.42385473,6360.384428,998963.214217894,8622370.90505334,72779.07355692,382634.118946,1781.357427,17939185.3264839,187882092.703907,Row 46 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
193402,1934,2,77.591423034668,58.193567276001,69730.9274642711,106380414.87163,3615.0836596,708627.818834069,18189932.2018353,6741994.42352992,33903503.4842023,1065.2736817,165998884.084837,8634.221649,45923845.1437625,258228.208872,1438894.26568291,23724956.9607422,672656.43059672,2833394.75835319,9817.389421,74870427.3790795,240869311.463917,Row 47 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
