Genotype	Replicate	ID	Chamber	Species	Census	Age	Age.aph.int	Leaves	Nodes	Height
27	2	27_02	1	Control	8	41	NA	4	2	6.36
27	2	27_02	1	Control	9	45	NA	4	2	6.75
27	3	27_03	1	A.asc	1	15	29	4	2	2
27	3	27_03	1	A.asc	2	19	29	6	3	2.88
27	3	27_03	1	A.asc	3	23	29	6	3	3.93
27	3	27_03	1	A.asc	4	26	29	6	3	4.71
27	3	27_03	1	A.asc	5	33	29	6	3	6.35
27	3	27_03	1	A.asc	6	36	29	6	3	6.8
27	3	27_03	1	A.asc	7	39	29	4	2	6.76
27	3	27_03	1	A.asc	8	42	29	6	3	6.57
27	3	27_03	1	A.asc	9	46	29	4	2	6.78
27	4	27_04	1	A.asc	1	15	29	4	2	2.12
27	4	27_04	1	A.asc	2	19	29	6	3	3.18
27	4	27_04	1	A.asc	3	23	29	8	4	4.45
27	4	27_04	1	A.asc	4	26	29	8	4	4.98
27	4	27_04	1	A.asc	5	33	29	8	4	5.95
27	4	27_04	1	A.asc	6	36	29	6	3	5.85
27	4	27_04	1	A.asc	7	39	29	6	3	6.1
27	4	27_04	1	A.asc	8	42	29	6	3	6.01
27	4	27_04	1	A.asc	9	46	29	2	1	6.3
27	5	27_05	2	M.per	1	14	26	4	2	2.01
27	5	27_05	2	M.per	2	18	26	4	2	3.05
27	5	27_05	2	M.per	3	22	26	6	3	4.5
27	5	27_05	2	M.per	4	25	26	6	3	5.89
27	5	27_05	2	M.per	5	30	26	8	4	7
27	5	27_05	2	M.per	6	33	26	5	3	7.38
27	5	27_05	2	M.per	7	36	26	4	2	7.53
27	5	27_05	2	M.per	8	39	26	6	3	7.78
27	5	27_05	2	M.per	9	43	26	4	2	8.24
27	6	27_06	1	A.ner	1	13	28	4	2	2.2
27	6	27_06	1	A.ner	2	17	28	6	3	3.33
27	6	27_06	1	A.ner	3	21	28	6	3	4.49
27	6	27_06	1	A.ner	4	24	28	6	3	5.25
27	6	27_06	1	A.ner	5	31	28	7	4	6.3
27	6	27_06	1	A.ner	6	34	28	6	3	6.65
27	6	27_06	1	A.ner	7	37	28	6	3	6.7
27	6	27_06	1	A.ner	8	40	28	6	3	7.04
27	6	27_06	1	A.ner	9	44	28	6	3	6.66
27	7	27_07	1	M.per	1	15	29	4	2	2.85
27	7	27_07	1	M.per	2	19	29	8	4	4.25
27	7	27_07	1	M.per	3	23	29	8	4	5.15
27	7	27_07	1	M.per	4	26	29	8	4	5.72
27	7	27_07	1	M.per	5	33	29	10	5	6.56
27	7	27_07	1	M.per	6	36	29	7	4	6.75
27	7	27_07	1	M.per	7	39	29	7	4	7.19
27	7	27_07	1	M.per	8	43	29	4	2	7.1
27	7	27_07	1	M.per	9	47	29	2	1	7.45
27	8	27_08	2	M.asc	1	14	26	4	2	1.84
27	8	27_08	2	M.asc	2	18	26	6	3	2.65
27	8	27_08	2	M.asc	3	22	26	6	3	3.72
27	8	27_08	2	M.asc	4	25	26	6	3	4.31
27	8	27_08	2	M.asc	5	30	26	8	4	6.31
27	8	27_08	2	M.asc	6	33	26	8	4	7.2
27	8	27_08	2	M.asc	7	36	26	6	3	8.18
27	8	27_08	2	M.asc	8	39	26	8	4	8.26
27	8	27_08	2	M.asc	9	43	26	6	3	8.05
27	9	27_09	2	A.ner	1	13	26	4	2	1.78
27	9	27_09	2	A.ner	2	17	26	6	3	2.79
27	9	27_09	2	A.ner	3	21	26	6	3	3.74
27	9	27_09	2	A.ner	4	24	26	6	3	5.99
27	9	27_09	2	A.ner	5	29	26	8	4	6.85
27	9	27_09	2	A.ner	6	32	26	8	4	8.18
27	9	27_09	2	A.ner	7	35	26	8	4	9
27	9	27_09	2	A.ner	8	38	26	10	5	9.48
27	9	27_09	2	A.ner	9	42	26	7	4	9.57
27	10	27_10	2	A.ner	1	12	25	4	2	1.79
27	10	27_10	2	A.ner	2	16	25	6	3	2.65
27	10	27_10	2	A.ner	3	20	25	6	3	3.58
27	10	27_10	2	A.ner	4	23	25	6	3	4.35
27	10	27_10	2	A.ner	5	29	25	4	2	6.05
27	10	27_10	2	A.ner	6	31	25	6	3	6.24
27	10	27_10	2	A.ner	7	34	25	6	3	6.5
27	10	27_10	2	A.ner	8	37	25	8	4	NA
27	10	27_10	2	A.ner	9	41	25	2	1	NA
27	12	27_12	1	A.ner	1	13	28	4	2	1.51
27	12	27_12	1	A.ner	2	17	28	6	3	2.46
27	12	27_12	1	A.ner	3	21	28	6	3	3.12
27	12	27_12	1	A.ner	4	24	28	6	3	3.84
27	12	27_12	1	A.ner	5	31	28	6	3	4.83
27	12	27_12	1	A.ner	6	34	28	8	4	5.61
27	12	27_12	1	A.ner	7	37	28	6	3	5.46
27	12	27_12	1	A.ner	8	41	28	6	3	5.01
27	12	27_12	1	A.ner	9	45	28	6	3	5.27
27	13	27_13	2	A.asc	1	14	26	4	2	1.95
27	13	27_13	2	A.asc	2	18	26	6	3	2.93
27	13	27_13	2	A.asc	3	22	26	6	3	4.11
27	13	27_13	2	A.asc	4	25	26	6	3	5.19
27	13	27_13	2	A.asc	5	30	26	8	4	6.85
27	13	27_13	2	A.asc	6	33	26	10	5	7.76
27	13	27_13	2	A.asc	7	36	26	10	5	9.18
27	13	27_13	2	A.asc	8	39	26	10	5	9.43
27	13	27_13	2	A.asc	9	43	26	7	4	10.1
27	14	27_14	2	M.asc	1	14	26	4	2	2.66
27	14	27_14	2	M.asc	2	18	26	4	2	3.4
27	14	27_14	2	M.asc	3	22	26	6	3	4.62
27	14	27_14	2	M.asc	4	25	26	6	3	5.68
27	14	27_14	2	M.asc	5	30	26	6	3	7.21
27	14	27_14	2	M.asc	6	33	26	8	4	8.48
27	14	27_14	2	M.asc	7	36	26	6	3	9.13
27	14	27_14	2	M.asc	8	39	26	8	4	10.06
27	14	27_14	2	M.asc	9	43	26	6	3	9.89
27	15	27_15	1	M.asc	1	14	29	4	2	2.41
27	15	27_15	1	M.asc	2	18	29	6	3	3.5
27	15	27_15	1	M.asc	3	22	29	6	3	4.37
27	15	27_15	1	M.asc	4	25	29	6	3	4.72
27	15	27_15	1	M.asc	5	32	29	8	4	6.35
27	15	27_15	1	M.asc	6	35	29	8	4	6.95
27	15	27_15	1	M.asc	7	38	29	6	3	7.1
27	15	27_15	1	M.asc	8	42	29	4	2	7.35
27	15	27_15	1	M.asc	9	46	29	4	2	7.35
27	16	27_16	2	A.asc	1	15	27	4	2	2.6
27	16	27_16	2	A.asc	2	19	27	6	3	3.8
27	16	27_16	2	A.asc	3	23	27	6	3	5.11
27	16	27_16	2	A.asc	4	26	27	6	3	5.55
27	16	27_16	2	A.asc	5	31	27	8	4	7.41
27	16	27_16	2	A.asc	6	34	27	8	4	7.78
27	16	27_16	2	A.asc	7	37	27	10	5	8.72
27	16	27_16	2	A.asc	8	40	27	8	4	9.37
27	16	27_16	2	A.asc	9	44	27	8	4	12.84
27	17	27_17	2	M.per	1	14	26	4	2	1.55
27	17	27_17	2	M.per	2	18	26	6	3	2.41
27	17	27_17	2	M.per	3	22	26	6	3	3.56
27	17	27_17	2	M.per	4	25	26	6	3	4.32
27	17	27_17	2	M.per	5	31	26	6	3	6.76
27	17	27_17	2	M.per	6	33	26	10	5	6.78
27	17	27_17	2	M.per	7	36	26	10	5	8
27	17	27_17	2	M.per	8	39	26	10	5	8.22
27	17	27_17	2	M.per	9	43	26	8	4	8
27	18	27_18	2	M.asc	1	14	26	4	2	1.91
27	18	27_18	2	M.asc	2	18	26	6	3	2.78
27	18	27_18	2	M.asc	3	22	26	6	3	4
27	18	27_18	2	M.asc	4	25	26	6	3	5.22
27	18	27_18	2	M.asc	5	30	26	8	4	7.11
27	18	27_18	2	M.asc	6	33	26	10	5	8.52
27	18	27_18	2	M.asc	7	36	26	10	5	8.28
27	18	27_18	2	M.asc	8	39	26	8	4	9.76
27	18	27_18	2	M.asc	9	43	26	6	3	9.5
31	1	31_01	1	A.asc	1	13	27	4	2	2.54
31	1	31_01	1	A.asc	2	17	27	6	3	3.14
31	1	31_01	1	A.asc	3	21	27	6	3	3.72
31	1	31_01	1	A.asc	4	24	27	6	3	4.32
31	1	31_01	1	A.asc	5	31	27	8	4	5.31
31	1	31_01	1	A.asc	6	34	27	8	4	5.75
31	1	31_01	1	A.asc	7	37	27	4	2	6.28
31	1	31_01	1	A.asc	8	40	27	6	3	6.53
31	1	31_01	1	A.asc	9	44	27	6	3	6.2
31	2	31_02	2	M.per	1	14	26	4	2	3.85
31	2	31_02	2	M.per	2	18	26	6	3	5.18
31	2	31_02	2	M.per	3	22	26	8	4	6.74
31	2	31_02	2	M.per	4	25	26	6	3	7.92
31	2	31_02	2	M.per	5	30	26	8	4	9.4
31	2	31_02	2	M.per	6	33	26	10	5	10
31	2	31_02	2	M.per	7	36	26	10	5	10.52
31	2	31_02	2	M.per	8	39	26	10	5	10.77
31	2	31_02	2	M.per	9	43	26	9	5	11.46
31	3	31_03	1	Control	1	14	NA	4	2	3.16
31	3	31_03	1	Control	2	18	NA	6	3	4.15
31	3	31_03	1	Control	3	22	NA	8	4	5.49
31	3	31_03	1	Control	4	25	NA	8	4	6.13
31	3	31_03	1	Control	5	32	NA	10	5	8.38
31	3	31_03	1	Control	6	35	NA	12	6	8.86
31	3	31_03	1	Control	7	38	NA	10	5	9.5
31	3	31_03	1	Control	8	41	NA	11	6	10.22
31	3	31_03	1	Control	9	45	NA	10	5	10.73
31	4	31_04	2	Control	1	14	NA	4	2	3.59
31	4	31_04	2	Control	2	18	NA	6	3	5.07
31	4	31_04	2	Control	3	22	NA	8	4	6.24
31	4	31_04	2	Control	4	25	NA	6	3	7.08
31	4	31_04	2	Control	5	30	NA	8	4	8.79
31	4	31_04	2	Control	6	33	NA	10	5	9.97
31	4	31_04	2	Control	7	36	NA	12	6	11.48
31	4	31_04	2	Control	8	39	NA	14	7	12.44
31	4	31_04	2	Control	9	43	NA	14	7	14.67
31	5	31_05	1	M.asc	1	12	27	4	2	3.05
31	5	31_05	1	M.asc	2	16	27	6	3	4.24
31	5	31_05	1	M.asc	3	20	27	6	3	5.11
31	5	31_05	1	M.asc	4	23	27	6	3	5.1
31	5	31_05	1	M.asc	5	30	27	6	3	6.48
31	5	31_05	1	M.asc	6	33	27	8	4	6.25
31	5	31_05	1	M.asc	7	36	27	8	4	6.38
31	5	31_05	1	M.asc	8	40	27	8	4	6.65
31	5	31_05	1	M.asc	9	44	27	7	4	6.58
31	6	31_06	2	A.ner	1	13	26	4	2	3.05
31	6	31_06	2	A.ner	2	17	26	6	3	4.36
31	6	31_06	2	A.ner	3	21	26	6	3	5.6
31	6	31_06	2	A.ner	4	24	26	6	3	6.58
31	6	31_06	2	A.ner	5	29	26	8	4	8.11
31	6	31_06	2	A.ner	6	32	26	10	5	8.62
31	6	31_06	2	A.ner	7	35	26	10	5	9.9
31	6	31_06	2	A.ner	8	38	26	10	5	9.55
31	6	31_06	2	A.ner	9	42	26	10	5	9.88
31	7	31_07	2	A.asc	1	13	25	4	2	2.64
31	7	31_07	2	A.asc	2	17	25	4	2	3.57
31	7	31_07	2	A.asc	3	21	25	6	3	4.78
31	7	31_07	2	A.asc	4	24	25	6	3	4.78
31	7	31_07	2	A.asc	5	29	25	8	4	7.39
31	7	31_07	2	A.asc	6	32	25	8	4	8.32
31	7	31_07	2	A.asc	7	35	25	10	5	9.87
31	7	31_07	2	A.asc	8	38	25	12	6	9.93
31	7	31_07	2	A.asc	9	42	25	10	5	11.34
31	8	31_08	2	A.asc	1	14	26	6	3	2.73
31	8	31_08	2	A.asc	2	18	26	6	3	3.79
31	8	31_08	2	A.asc	3	22	26	8	4	5.95
31	8	31_08	2	A.asc	4	25	26	8	4	6.69
31	8	31_08	2	A.asc	5	31	26	10	5	8.79
31	8	31_08	2	A.asc	6	33	26	12	6	9.56
31	8	31_08	2	A.asc	7	36	26	14	7	10.1
31	8	31_08	2	A.asc	8	39	26	14	7	10.5
31	8	31_08	2	A.asc	9	43	26	10	5	10.49
31	9	31_09	1	A.ner	1	13	28	4	2	3.6
31	9	31_09	1	A.ner	2	17	28	6	3	4.81
31	9	31_09	1	A.ner	3	21	28	6	3	5.8
31	9	31_09	1	A.ner	4	24	28	6	3	6.54
31	9	31_09	1	A.ner	5	31	28	8	4	8.03
31	9	31_09	1	A.ner	6	34	28	10	5	8.95
31	9	31_09	1	A.ner	7	37	28	10	5	9.02
31	9	31_09	1	A.ner	8	41	28	10	5	9.14
31	9	31_09	1	A.ner	9	45	28	10	5	9.18
31	10	31_10	2	M.per	1	14	26	4	2	2.74
31	10	31_10	2	M.per	2	18	26	4	2	3.8
31	10	31_10	2	M.per	3	22	26	6	3	5
31	10	31_10	2	M.per	4	25	26	6	3	5.9
31	10	31_10	2	M.per	5	30	26	8	4	7
31	10	31_10	2	M.per	6	33	26	10	5	8.1
31	10	31_10	2	M.per	7	36	26	7	4	9.38
31	10	31_10	2	M.per	8	39	26	10	5	9.25
31	10	31_10	2	M.per	9	43	26	12	6	8.83
31	11	31_11	2	A.ner	1	14	27	4	2	3.12
31	11	31_11	2	A.ner	2	18	27	6	3	4.1
31	11	31_11	2	A.ner	3	22	27	8	4	5.22
31	11	31_11	2	A.ner	4	25	27	6	3	5.89
31	11	31_11	2	A.ner	5	30	27	8	4	7.22
31	11	31_11	2	A.ner	6	33	27	10	5	9.98
31	11	31_11	2	A.ner	7	36	27	12	6	9.85
31	11	31_11	2	A.ner	8	39	27	12	6	9.74
31	11	31_11	2	A.ner	9	43	27	12	6	9.58
31	12	31_12	1	A.asc	1	14	28	4	2	2.74
31	12	31_12	1	A.asc	2	18	28	6	3	3.7
31	12	31_12	1	A.asc	3	22	28	6	3	4.7
31	12	31_12	1	A.asc	4	25	28	6	3	5.31
31	12	31_12	1	A.asc	5	32	28	10	5	8.2
31	12	31_12	1	A.asc	6	35	28	6	3	10.05
31	12	31_12	1	A.asc	7	38	28	10	5	9.74
31	12	31_12	1	A.asc	8	42	28	10	5	10.34
31	12	31_12	1	A.asc	9	46	28	5	3	10.49
31	13	31_13	1	M.per	1	14	28	4	2	2.57
31	13	31_13	1	M.per	2	18	28	6	3	3.23
31	13	31_13	1	M.per	3	22	28	6	3	4.4
31	13	31_13	1	M.per	4	25	28	6	3	5.15
31	13	31_13	1	M.per	5	32	28	8	4	7.2
31	13	31_13	1	M.per	6	35	28	10	5	7.7
31	13	31_13	1	M.per	7	38	28	10	5	8.3
31	13	31_13	1	M.per	8	42	28	9	5	7.9
31	13	31_13	1	M.per	9	46	28	8	4	7.75
31	14	31_14	1	A.ner	1	14	29	4	2	2.65
31	14	31_14	1	A.ner	2	18	29	6	3	3.58
31	14	31_14	1	A.ner	3	22	29	6	3	4.55
31	14	31_14	1	A.ner	4	25	29	6	3	4.81
31	14	31_14	1	A.ner	5	32	29	6	3	6.05
31	14	31_14	1	A.ner	6	35	29	8	4	6.55
31	14	31_14	1	A.ner	7	38	29	8	4	6.3
31	14	31_14	1	A.ner	8	42	29	6	3	7.72
31	14	31_14	1	A.ner	9	46	29	6	3	6.64
31	15	31_15	1	M.per	1	14	28	4	2	2.22
31	15	31_15	1	M.per	2	18	28	6	3	3.04
31	15	31_15	1	M.per	3	22	28	6	3	3.55
31	15	31_15	1	M.per	4	25	28	6	3	4.25
31	15	31_15	1	M.per	5	32	28	8	4	6.32
31	15	31_15	1	M.per	6	35	28	10	5	7.25
31	15	31_15	1	M.per	7	38	28	10	5	7.05
31	15	31_15	1	M.per	8	41	28	10	5	7.86
31	15	31_15	1	M.per	9	45	28	10	5	8.18
31	16	31_16	2	M.asc	1	13	25	4	2	1.94
31	16	31_16	2	M.asc	2	17	25	6	3	2.82
31	16	31_16	2	M.asc	3	21	25	6	3	3.58
31	16	31_16	2	M.asc	4	24	25	6	3	4.06
31	16	31_16	2	M.asc	5	30	25	8	4	6.81
31	16	31_16	2	M.asc	6	32	25	10	5	6.94
31	16	31_16	2	M.asc	7	35	25	10	5	7.95
31	16	31_16	2	M.asc	8	38	25	12	6	8.49
31	16	31_16	2	M.asc	9	43	25	12	6	9.29
31	17	31_17	2	M.asc	1	13	25	4	2	3.08
31	17	31_17	2	M.asc	2	17	25	6	3	4.42
31	17	31_17	2	M.asc	3	21	25	8	4	5.84
31	17	31_17	2	M.asc	4	24	25	6	3	6.98
31	17	31_17	2	M.asc	5	29	25	10	5	9.86
31	17	31_17	2	M.asc	6	32	25	12	6	12
31	17	31_17	2	M.asc	7	35	25	10	5	13.5
31	17	31_17	2	M.asc	8	38	25	11	6	17.4
31	17	31_17	2	M.asc	9	42	25	9	5	15.5
31	18	31_18	1	M.asc	1	12	27	4	2	2.21
31	18	31_18	1	M.asc	2	16	27	6	3	3.03
31	18	31_18	1	M.asc	3	20	27	8	4	3.66
31	18	31_18	1	M.asc	4	23	27	6	3	4.11
31	18	31_18	1	M.asc	5	30	27	8	4	5.1
31	18	31_18	1	M.asc	6	33	27	10	5	5.35
31	18	31_18	1	M.asc	7	36	27	10	5	5.14
31	18	31_18	1	M.asc	8	40	27	10	5	6.68
31	18	31_18	1	M.asc	9	44	27	12	6	5.21
33	1	33_01	2	M.asc	1	12	24	4	2	2.35
33	1	33_01	2	M.asc	2	16	24	6	3	3.42
33	1	33_01	2	M.asc	3	20	24	6	3	4.18
33	1	33_01	2	M.asc	4	23	24	6	3	5.38
33	1	33_01	2	M.asc	5	28	24	8	4	6.54
33	1	33_01	2	M.asc	6	31	24	10	5	7.09
33	1	33_01	2	M.asc	7	34	24	6	3	7.24
33	1	33_01	2	M.asc	8	37	24	6	3	7.51
33	1	33_01	2	M.asc	9	41	24	4	2	7.55
33	2	33_02	2	A.asc	1	13	25	4	2	1.75
33	2	33_02	2	A.asc	2	17	25	6	3	2.33
33	2	33_02	2	A.asc	3	21	25	8	4	3.2
33	2	33_02	2	A.asc	4	24	25	6	3	3.73
33	2	33_02	2	A.asc	5	29	25	8	4	5.99
33	2	33_02	2	A.asc	6	32	25	10	5	6.23
33	2	33_02	2	A.asc	7	35	25	10	5	8
33	2	33_02	2	A.asc	8	38	25	8	4	8.58
33	2	33_02	2	A.asc	9	42	25	10	5	8.3
33	3	33_03	2	M.asc	1	12	24	4	2	1.93
33	3	33_03	2	M.asc	2	16	24	4	2	2.55
33	3	33_03	2	M.asc	3	20	24	6	3	3.32
33	3	33_03	2	M.asc	4	23	24	4	2	4.03
33	3	33_03	2	M.asc	5	29	24	6	3	6.68
33	3	33_03	2	M.asc	6	31	24	8	4	7.36
33	3	33_03	2	M.asc	7	34	24	10	5	8.94
33	3	33_03	2	M.asc	8	37	24	10	5	9.05
33	3	33_03	2	M.asc	9	41	24	10	5	9.12
33	4	33_04	1	M.asc	1	12	27	2	1	2.61
33	4	33_04	1	M.asc	2	16	27	6	3	3.98
33	4	33_04	1	M.asc	3	20	27	6	3	5.16
33	4	33_04	1	M.asc	4	23	27	6	3	5.5
33	4	33_04	1	M.asc	5	30	27	8	4	7.19
33	4	33_04	1	M.asc	6	33	27	6	3	8
33	4	33_04	1	M.asc	7	36	27	6	3	8.15
33	4	33_04	1	M.asc	8	40	27	8	4	8.55
33	4	33_04	1	M.asc	9	44	27	4	2	7.76
33	5	33_05	2	A.ner	1	10	23	4	2	1.49
33	5	33_05	2	A.ner	2	14	23	6	3	2.5
33	5	33_05	2	A.ner	3	18	23	6	3	3.35
33	5	33_05	2	A.ner	4	21	23	6	3	4.1
33	5	33_05	2	A.ner	5	27	23	4	2	5.55
33	5	33_05	2	A.ner	6	29	23	4	2	6.42
33	5	33_05	2	A.ner	7	32	23	4	2	7.15
33	5	33_05	2	A.ner	8	35	23	6	3	6.58
33	5	33_05	2	A.ner	9	39	23	3	2	7.66
33	6	33_06	1	M.per	1	12	26	4	2	1.74
33	6	33_06	1	M.per	2	16	26	6	3	2.42
33	6	33_06	1	M.per	3	20	26	6	3	3.17
33	6	33_06	1	M.per	4	23	26	6	3	3.68
33	6	33_06	1	M.per	5	30	26	10	5	5.3
33	6	33_06	1	M.per	6	33	26	8	4	6.34
33	6	33_06	1	M.per	7	36	26	6	3	7.12
33	6	33_06	1	M.per	8	40	26	5	3	7.29
33	6	33_06	1	M.per	9	44	26	4	2	7.26
33	7	33_07	2	M.per	1	13	25	4	2	2.48
33	7	33_07	2	M.per	2	17	25	6	3	3.93
33	7	33_07	2	M.per	3	21	25	8	4	5.26
33	7	33_07	2	M.per	4	24	25	6	3	6.18
33	7	33_07	2	M.per	5	29	25	8	4	7.68
33	7	33_07	2	M.per	6	32	25	10	5	8.1
33	7	33_07	2	M.per	7	35	25	7	4	9.45
33	7	33_07	2	M.per	8	38	25	10	5	9.88
33	7	33_07	2	M.per	9	42	25	8	4	10.45
33	8	33_08	1	A.asc	1	12	26	4	2	2.11
33	8	33_08	1	A.asc	2	16	26	6	3	2.85
33	8	33_08	1	A.asc	3	20	26	6	3	3.79
33	8	33_08	1	A.asc	4	23	26	6	3	4.2
33	8	33_08	1	A.asc	5	30	26	8	4	6
33	8	33_08	1	A.asc	6	33	26	4	2	6.75
33	8	33_08	1	A.asc	7	36	26	6	3	7.25
33	8	33_08	1	A.asc	8	39	26	6	3	7.31
33	8	33_08	1	A.asc	9	43	26	4	2	7.14
33	10	33_10	2	A.asc	1	10	22	4	2	2.52
33	10	33_10	2	A.asc	2	14	22	6	3	3.57
33	10	33_10	2	A.asc	3	18	22	6	3	4.36
33	10	33_10	2	A.asc	4	21	22	6	3	5.11
33	10	33_10	2	A.asc	5	26	22	6	3	5.9
33	10	33_10	2	A.asc	6	29	22	8	4	7.05
33	10	33_10	2	A.asc	7	32	22	9	5	7.92
33	10	33_10	2	A.asc	8	35	22	8	4	7.77
33	10	33_10	2	A.asc	9	39	22	6	3	8.22
33	11	33_11	1	Control	1	13	NA	4	2	1.93
33	11	33_11	1	Control	2	17	NA	6	3	2.74
33	11	33_11	1	Control	3	21	NA	6	3	4.01
33	11	33_11	1	Control	4	24	NA	6	3	4.56
33	11	33_11	1	Control	5	31	NA	8	4	6.24
33	11	33_11	1	Control	6	34	NA	8	4	6.9
33	11	33_11	1	Control	7	37	NA	8	4	7.42
33	11	33_11	1	Control	8	41	NA	8	4	7.4
33	11	33_11	1	Control	9	45	NA	7	4	7.46
33	12	33_12	1	M.asc	1	9	24	4	2	1.27
33	12	33_12	1	M.asc	2	13	24	4	2	1.93
33	12	33_12	1	M.asc	3	17	24	6	3	2.62
33	12	33_12	1	M.asc	4	20	24	4	2	4.36
33	12	33_12	1	M.asc	5	27	24	6	3	4.05
33	12	33_12	1	M.asc	6	30	24	8	4	4.52
33	12	33_12	1	M.asc	7	33	24	6	3	4.68
33	12	33_12	1	M.asc	8	37	24	4	2	5.3
33	12	33_12	1	M.asc	9	41	24	2	1	4.71
33	13	33_13	1	A.asc	1	11	25	4	2	2.31
33	13	33_13	1	A.asc	2	15	25	6	3	3.25
33	13	33_13	1	A.asc	3	19	25	6	3	4.19
33	13	33_13	1	A.asc	4	22	25	6	3	4.76
33	13	33_13	1	A.asc	5	29	25	6	3	6.75
33	13	33_13	1	A.asc	6	32	25	8	4	7.3
33	13	33_13	1	A.asc	7	35	25	8	4	7.56
33	13	33_13	1	A.asc	8	38	25	6	3	7.65
33	13	33_13	1	A.asc	9	42	25	4	2	7.71
33	14	33_14	2	A.ner	1	11	24	4	2	1.91
33	14	33_14	2	A.ner	2	15	24	6	3	2.95
33	14	33_14	2	A.ner	3	19	24	6	3	3.62
33	14	33_14	2	A.ner	4	22	24	6	3	4.1
33	14	33_14	2	A.ner	5	27	24	6	3	5.23
33	14	33_14	2	A.ner	6	30	24	6	3	5.48
33	14	33_14	2	A.ner	7	33	24	4	2	5.75
33	14	33_14	2	A.ner	8	36	24	4	2	6.11
33	14	33_14	2	A.ner	9	40	24	2	1	6.31
33	15	33_15	1	M.per	1	11	25	4	2	2.61
33	15	33_15	1	M.per	2	15	25	6	3	3.77
33	15	33_15	1	M.per	3	19	25	8	4	4.93
33	15	33_15	1	M.per	4	22	25	6	3	5.71
33	15	33_15	1	M.per	5	29	25	8	4	7.69
33	15	33_15	1	M.per	6	32	25	10	5	8.02
33	15	33_15	1	M.per	7	35	25	6	3	8.4
33	15	33_15	1	M.per	8	38	25	6	3	8.71
33	15	33_15	1	M.per	9	42	25	4	2	8.65
33	16	33_16	1	A.ner	1	12	27	4	2	2.78
33	16	33_16	1	A.ner	2	16	27	6	3	3.85
33	16	33_16	1	A.ner	3	20	27	8	4	4.79
33	16	33_16	1	A.ner	4	23	27	6	3	5.33
33	16	33_16	1	A.ner	5	30	27	10	5	7.29
33	16	33_16	1	A.ner	6	33	27	10	5	7.35
33	16	33_16	1	A.ner	7	36	27	8	4	8.02
33	16	33_16	1	A.ner	8	40	27	9	5	8.55
33	16	33_16	1	A.ner	9	44	27	8	4	7.83
33	17	33_17	2	M.per	1	7	19	2	1	1.37
33	17	33_17	2	M.per	2	11	19	4	2	2.14
33	17	33_17	2	M.per	3	15	19	6	3	2.81
33	17	33_17	2	M.per	4	18	19	4	2	3.24
33	17	33_17	2	M.per	5	23	19	6	3	4.73
33	17	33_17	2	M.per	6	26	19	8	4	5.66
33	17	33_17	2	M.per	7	29	19	6	3	4.58
33	17	33_17	2	M.per	8	32	19	6	3	6.53
33	17	33_17	2	M.per	9	36	19	6	3	5.55
33	18	33_18	1	A.ner	1	11	26	4	2	2.56
33	18	33_18	1	A.ner	2	15	26	6	3	3.23
33	18	33_18	1	A.ner	3	19	26	6	3	4.04
33	18	33_18	1	A.ner	4	22	26	6	3	3.8
33	18	33_18	1	A.ner	5	29	26	8	4	5.89
33	18	33_18	1	A.ner	6	32	26	8	4	6.14
33	18	33_18	1	A.ner	7	35	26	6	3	6.55
33	18	33_18	1	A.ner	8	39	26	6	3	6.45
33	18	33_18	1	A.ner	9	43	26	3	2	6.85
35	1	35_01	1	A.ner	1	12	27	4	2	3
35	1	35_01	1	A.ner	2	16	27	4	2	4.25
35	1	35_01	1	A.ner	3	20	27	6	3	5.06
35	1	35_01	1	A.ner	4	23	27	4	2	5.7
35	1	35_01	1	A.ner	5	30	27	6	3	7.09
35	1	35_01	1	A.ner	6	33	27	6	3	7.17
35	1	35_01	1	A.ner	7	36	27	4	2	7.84
35	1	35_01	1	A.ner	8	40	27	4	2	7.61
35	1	35_01	1	A.ner	9	44	27	4	2	8.16
35	2	35_02	1	M.per	1	11	25	4	2	2
35	2	35_02	1	M.per	2	15	25	4	2	2.95
35	2	35_02	1	M.per	3	19	25	6	3	4.44
35	2	35_02	1	M.per	4	22	25	4	2	5.38
35	2	35_02	1	M.per	5	29	25	6	3	6.79
35	2	35_02	1	M.per	6	32	25	8	4	7.65
35	2	35_02	1	M.per	7	35	25	8	4	7.4
35	2	35_02	1	M.per	8	38	25	8	4	7.76
35	2	35_02	1	M.per	9	42	25	6	3	8.01
35	3	35_03	1	M.per	1	11	25	4	2	2.1
35	3	35_03	1	M.per	2	15	25	6	3	3.07
35	3	35_03	1	M.per	3	19	25	6	3	4.1
35	3	35_03	1	M.per	4	22	25	6	3	4.7
35	3	35_03	1	M.per	5	29	25	6	3	6.12
35	3	35_03	1	M.per	6	32	25	8	4	5.88
35	3	35_03	1	M.per	7	35	25	7	4	6.45
35	3	35_03	1	M.per	8	39	25	6	3	5.94
35	3	35_03	1	M.per	9	43	25	6	3	5.91
35	4	35_04	2	M.asc	1	12	24	4	2	2.82
35	4	35_04	2	M.asc	2	16	24	4	2	4.13
35	4	35_04	2	M.asc	3	20	24	6	3	5.8
35	4	35_04	2	M.asc	4	23	24	6	3	6.91
35	4	35_04	2	M.asc	5	28	24	8	4	10.39
35	4	35_04	2	M.asc	6	31	24	8	4	11.52
35	4	35_04	2	M.asc	7	34	24	8	4	12.05
35	4	35_04	2	M.asc	8	37	24	8	4	12.25
