Genotype	Replicate	ID	Chamber	Species	Census	Age	Age.aph.int	Leaves	Nodes	Height
1	1	1_01	2	A.asc	1	16	28	6	3	3.25
1	1	1_01	2	A.asc	2	20	28	6	3	4.8
1	1	1_01	2	A.asc	3	24	28	8	4	5.68
1	1	1_01	2	A.asc	4	27	28	8	4	6.59
1	1	1_01	2	A.asc	5	32	28	10	5	9.3
1	1	1_01	2	A.asc	6	35	28	12	6	10.38
1	1	1_01	2	A.asc	7	38	28	14	7	10.63
1	1	1_01	2	A.asc	8	41	28	12	6	11.7
1	1	1_01	2	A.asc	9	45	28	12	6	12.04
1	2	1_02	2	A.asc	1	14	26	4	2	2.96
1	2	1_02	2	A.asc	2	18	26	6	3	3.9
1	2	1_02	2	A.asc	3	22	26	6	3	4.83
1	2	1_02	2	A.asc	4	25	26	6	3	5.58
1	2	1_02	2	A.asc	5	31	26	8	4	6.9
1	2	1_02	2	A.asc	6	33	26	8	4	7.22
1	2	1_02	2	A.asc	7	36	26	7	4	8.06
1	2	1_02	2	A.asc	8	39	26	7	4	8.76
1	2	1_02	2	A.asc	9	43	26	7	4	8.35
1	3	1_03	1	A.asc	1	14	28	4	2	2.53
1	3	1_03	1	A.asc	2	18	28	6	3	3.43
1	3	1_03	1	A.asc	3	22	28	6	3	4.22
1	3	1_03	1	A.asc	4	25	28	6	3	4.7
1	3	1_03	1	A.asc	5	32	28	8	4	6.4
1	3	1_03	1	A.asc	6	35	28	10	5	7.03
1	3	1_03	1	A.asc	7	38	28	6	3	6.85
1	3	1_03	1	A.asc	8	41	28	6	3	7.43
1	3	1_03	1	A.asc	9	45	28	2	1	7.58
1	4	1_04	1	A.ner	1	14	29	4	2	3.48
1	4	1_04	1	A.ner	2	18	29	6	3	4.51
1	4	1_04	1	A.ner	3	22	29	6	3	5.59
1	4	1_04	1	A.ner	4	25	29	6	3	6.44
1	4	1_04	1	A.ner	5	32	29	8	4	7.44
1	4	1_04	1	A.ner	6	35	29	10	5	8
1	4	1_04	1	A.ner	7	38	29	7	4	8.46
1	4	1_04	1	A.ner	8	42	29	7	4	8.06
1	4	1_04	1	A.ner	9	46	29	9	5	8.28
1	5	1_05	2	M.per	1	14	26	4	2	2.87
1	5	1_05	2	M.per	2	18	26	6	3	4.03
1	5	1_05	2	M.per	3	22	26	8	4	5.62
1	5	1_05	2	M.per	4	25	26	6	3	6.35
1	5	1_05	2	M.per	5	30	26	8	4	7.96
1	5	1_05	2	M.per	6	33	26	10	5	8.73
1	5	1_05	2	M.per	7	36	26	10	5	9.41
1	5	1_05	2	M.per	8	39	26	10	5	9.76
1	5	1_05	2	M.per	9	43	26	10	5	9.12
1	6	1_06	1	A.ner	1	15	30	4	2	3.51
1	6	1_06	1	A.ner	2	19	30	6	3	4.62
1	6	1_06	1	A.ner	3	23	30	8	4	5.61
1	6	1_06	1	A.ner	4	26	30	6	3	6.02
1	6	1_06	1	A.ner	5	33	30	10	5	7.86
1	6	1_06	1	A.ner	6	36	30	10	5	9.1
1	6	1_06	1	A.ner	7	39	30	8	4	9.73
1	6	1_06	1	A.ner	8	43	30	8	4	10.77
1	6	1_06	1	A.ner	9	47	30	8	4	10.51
1	7	1_07	2	M.asc	1	13	25	4	2	2.38
1	7	1_07	2	M.asc	2	17	25	6	3	3.43
1	7	1_07	2	M.asc	3	21	25	8	4	4.64
1	7	1_07	2	M.asc	4	24	25	8	4	5.18
1	7	1_07	2	M.asc	5	29	25	10	5	7.72
1	7	1_07	2	M.asc	6	32	25	10	5	8.81
1	7	1_07	2	M.asc	7	35	25	12	6	9.73
1	7	1_07	2	M.asc	8	38	25	11	6	10.26
1	7	1_07	2	M.asc	9	43	25	11	6	11.65
1	8	1_08	1	M.per	1	14	28	6	3	4.22
1	8	1_08	1	M.per	2	18	28	6	3	5.37
1	8	1_08	1	M.per	3	22	28	8	4	6.66
1	8	1_08	1	M.per	4	25	28	6	3	6.8
1	8	1_08	1	M.per	5	32	28	8	4	9.9
1	8	1_08	1	M.per	6	35	28	9	5	10.75
1	8	1_08	1	M.per	7	38	28	7	4	11.42
1	8	1_08	1	M.per	8	41	28	6	3	12.61
1	8	1_08	1	M.per	9	45	28	8	4	12.58
1	9	1_09	2	A.ner	1	13	26	4	2	3.11
1	9	1_09	2	A.ner	2	17	26	5	3	4.15
1	9	1_09	2	A.ner	3	21	26	7	4	5.59
1	9	1_09	2	A.ner	4	24	26	6	3	6.33
1	9	1_09	2	A.ner	5	29	26	9	5	8.07
1	9	1_09	2	A.ner	6	32	26	9	5	9.31
1	9	1_09	2	A.ner	7	35	26	11	6	10.75
1	9	1_09	2	A.ner	8	38	26	13	7	11.04
1	9	1_09	2	A.ner	9	42	26	11	6	11.28
1	10	1_10	1	Control	1	15	NA	6	3	4.79
1	10	1_10	1	Control	2	19	NA	6	3	6.08
1	10	1_10	1	Control	3	23	NA	8	4	7.14
1	10	1_10	1	Control	4	26	NA	6	3	7.9
1	10	1_10	1	Control	5	33	NA	10	5	10.32
1	10	1_10	1	Control	6	36	NA	10	5	11
1	10	1_10	1	Control	7	39	NA	8	4	12.3
1	10	1_10	1	Control	8	42	NA	8	4	12.44
1	10	1_10	1	Control	9	46	NA	8	4	12.85
1	11	1_11	1	A.asc	1	14	28	4	2	3.9
1	11	1_11	1	A.asc	2	18	28	6	3	5.32
1	11	1_11	1	A.asc	3	22	28	6	3	6.39
1	11	1_11	1	A.asc	4	25	28	6	3	7.17
1	11	1_11	1	A.asc	5	32	28	10	5	9.62
1	11	1_11	1	A.asc	6	35	28	6	3	10.82
1	11	1_11	1	A.asc	7	38	28	5	3	11.38
1	11	1_11	1	A.asc	8	42	28	5	3	12.37
1	11	1_11	1	A.asc	9	46	28	6	3	11.99
1	12	1_12	2	M.asc	1	14	26	4	2	3.24
1	12	1_12	2	M.asc	2	18	26	6	3	4.91
1	12	1_12	2	M.asc	3	22	26	8	4	6
1	12	1_12	2	M.asc	4	25	26	6	3	7
1	12	1_12	2	M.asc	5	30	26	7	4	8.51
1	12	1_12	2	M.asc	6	33	26	8	4	10.05
1	12	1_12	2	M.asc	7	36	26	6	3	10.7
1	12	1_12	2	M.asc	8	39	26	4	2	11.29
1	12	1_12	2	M.asc	9	43	26	4	2	11.5
1	13	1_13	2	A.ner	1	14	27	4	2	3.28
1	13	1_13	2	A.ner	2	18	27	6	3	4.49
1	13	1_13	2	A.ner	3	22	27	6	3	5.58
1	13	1_13	2	A.ner	4	25	27	6	3	6.39
1	13	1_13	2	A.ner	5	31	27	8	4	8.01
1	13	1_13	2	A.ner	6	33	27	8	4	8.19
1	13	1_13	2	A.ner	7	36	27	8	4	8.65
1	13	1_13	2	A.ner	8	39	27	10	5	8.51
1	13	1_13	2	A.ner	9	43	27	8	4	8.57
1	14	1_14	1	M.per	1	14	28	4	2	3.16
1	14	1_14	1	M.per	2	18	28	6	3	4.26
1	14	1_14	1	M.per	3	22	28	8	4	5.2
1	14	1_14	1	M.per	4	25	28	6	3	5.62
1	14	1_14	1	M.per	5	32	28	8	4	7.45
1	14	1_14	1	M.per	6	35	28	6	3	8.05
1	14	1_14	1	M.per	7	38	28	5	3	8.34
1	14	1_14	1	M.per	8	41	28	2	1	8.46
1	14	1_14	1	M.per	9	45	28	3	2	8.6
1	15	1_15	1	M.asc	1	14	29	4	2	3.45
1	15	1_15	1	M.asc	2	18	29	6	3	4.7
1	15	1_15	1	M.asc	3	22	29	8	4	6.1
1	15	1_15	1	M.asc	4	25	29	6	3	6.77
1	15	1_15	1	M.asc	5	32	29	10	5	8.55
1	15	1_15	1	M.asc	6	35	29	8	4	9.23
1	15	1_15	1	M.asc	7	38	29	7	4	9.99
1	15	1_15	1	M.asc	8	42	29	8	4	9.97
1	15	1_15	1	M.asc	9	46	29	8	4	9.94
1	17	1_17	2	M.per	1	14	26	4	2	3.04
1	17	1_17	2	M.per	2	18	26	6	3	4.62
1	17	1_17	2	M.per	3	22	26	8	4	6
1	17	1_17	2	M.per	4	25	26	6	3	6.56
1	17	1_17	2	M.per	5	30	26	8	4	8.89
1	17	1_17	2	M.per	6	33	26	10	5	9.95
1	17	1_17	2	M.per	7	36	26	12	6	11.03
1	17	1_17	2	M.per	8	39	26	8	4	11.93
1	17	1_17	2	M.per	9	43	26	12	6	12.01
1	18	1_18	1	M.asc	1	14	29	4	2	3.46
1	18	1_18	1	M.asc	2	18	29	6	3	4.59
1	18	1_18	1	M.asc	3	22	29	6	3	5.19
1	18	1_18	1	M.asc	4	25	29	6	3	5.91
1	18	1_18	1	M.asc	5	32	29	10	5	7.2
1	18	1_18	1	M.asc	6	35	29	10	5	7.15
1	18	1_18	1	M.asc	7	38	29	12	6	7.15
1	18	1_18	1	M.asc	8	42	29	9	5	7.76
1	18	1_18	1	M.asc	9	46	29	9	5	6.85
3	1	3_01	1	A.asc	1	13	27	4	2	2.17
3	1	3_01	1	A.asc	2	17	27	6	3	3.11
3	1	3_01	1	A.asc	3	21	27	8	4	4.14
3	1	3_01	1	A.asc	4	24	27	6	3	4.8
3	1	3_01	1	A.asc	5	31	27	10	5	6.72
3	1	3_01	1	A.asc	6	34	27	10	5	7.92
3	1	3_01	1	A.asc	7	37	27	9	5	8.59
3	1	3_01	1	A.asc	8	41	27	8	4	9.32
3	1	3_01	1	A.asc	9	45	27	6	3	8.88
3	2	3_02	1	A.ner	1	15	30	6	3	3.25
3	2	3_02	1	A.ner	2	19	30	6	3	4.07
3	2	3_02	1	A.ner	3	23	30	8	4	5.18
3	2	3_02	1	A.ner	4	26	30	6	3	5.84
3	2	3_02	1	A.ner	5	33	30	10	5	8.1
3	2	3_02	1	A.ner	6	36	30	12	6	9.3
3	2	3_02	1	A.ner	7	39	30	12	6	10.45
3	2	3_02	1	A.ner	8	43	30	10	5	10.62
3	2	3_02	1	A.ner	9	47	30	10	5	11.15
3	3	3_03	1	M.asc	1	14	29	6	3	2.83
3	3	3_03	1	M.asc	2	18	29	8	4	3.94
3	3	3_03	1	M.asc	3	22	29	8	4	4.69
3	3	3_03	1	M.asc	4	25	29	6	3	5.55
3	3	3_03	1	M.asc	5	32	29	10	5	6.73
3	3	3_03	1	M.asc	6	35	29	12	6	7.2
3	3	3_03	1	M.asc	7	38	29	10	5	7.95
3	3	3_03	1	M.asc	8	42	29	8	4	7.63
3	3	3_03	1	M.asc	9	45	29	8	4	7.75
3	4	3_04	2	A.asc	1	12	24	4	2	1.94
3	4	3_04	2	A.asc	2	16	24	4	2	3.11
3	4	3_04	2	A.asc	3	20	24	6	3	4.18
3	4	3_04	2	A.asc	4	23	24	6	3	5.07
3	4	3_04	2	A.asc	5	29	24	8	4	7.19
3	4	3_04	2	A.asc	6	31	24	10	5	8
3	4	3_04	2	A.asc	7	34	24	10	5	8.64
3	4	3_04	2	A.asc	8	37	24	12	6	8.58
3	4	3_04	2	A.asc	9	41	24	10	5	8.14
3	5	3_05	1	M.asc	1	13	28	4	2	1.8
3	5	3_05	1	M.asc	2	17	28	6	3	2.58
3	5	3_05	1	M.asc	3	21	28	6	3	2.96
3	5	3_05	1	M.asc	4	24	28	6	3	3.51
3	5	3_05	1	M.asc	5	31	28	10	5	5.35
3	5	3_05	1	M.asc	6	34	28	12	6	6.8
3	5	3_05	1	M.asc	7	37	28	9	5	7.5
3	5	3_05	1	M.asc	8	41	28	8	4	8.75
3	5	3_05	1	M.asc	9	45	28	6	3	8.64
3	6	3_06	2	M.asc	1	13	25	4	2	2.1
3	6	3_06	2	M.asc	2	17	25	4	2	2.88
3	6	3_06	2	M.asc	3	21	25	6	3	3.97
3	6	3_06	2	M.asc	4	24	25	6	3	4.34
3	6	3_06	2	M.asc	5	29	25	8	4	6.44
3	6	3_06	2	M.asc	6	32	25	10	5	8.45
3	6	3_06	2	M.asc	7	35	25	10	5	10.17
3	6	3_06	2	M.asc	8	38	25	12	6	11.73
3	6	3_06	2	M.asc	9	42	25	12	6	13.68
3	7	3_07	1	M.per	1	13	27	4	2	1.84
3	7	3_07	1	M.per	2	17	27	6	3	2.62
3	7	3_07	1	M.per	3	21	27	6	3	3.38
3	7	3_07	1	M.per	4	24	27	6	3	4.01
3	7	3_07	1	M.per	5	31	27	10	5	6.18
3	7	3_07	1	M.per	6	34	27	12	6	7.4
3	7	3_07	1	M.per	7	37	27	12	6	8.42
3	7	3_07	1	M.per	8	41	27	10	5	9.52
3	7	3_07	1	M.per	9	45	27	14	7	8.11
3	8	3_08	2	M.asc	1	15	27	4	2	3.04
3	8	3_08	2	M.asc	2	19	27	6	3	4.21
3	8	3_08	2	M.asc	3	23	27	8	4	5.68
3	8	3_08	2	M.asc	4	26	27	7	4	6.9
3	8	3_08	2	M.asc	5	31	27	9	5	9.82
3	8	3_08	2	M.asc	6	34	27	11	6	12.03
3	8	3_08	2	M.asc	7	37	27	13	7	13.9
3	8	3_08	2	M.asc	8	40	27	15	8	15.33
3	8	3_08	2	M.asc	9	45	27	11	6	17.43
3	9	3_09	1	M.per	1	12	26	4	2	1.99
3	9	3_09	1	M.per	2	16	26	6	3	2.92
3	9	3_09	1	M.per	3	20	26	6	3	3.62
3	9	3_09	1	M.per	4	23	26	6	3	4.05
3	9	3_09	1	M.per	5	30	26	10	5	7.02
3	9	3_09	1	M.per	6	33	26	10	5	9.21
3	9	3_09	1	M.per	7	36	26	10	5	10.8
3	9	3_09	1	M.per	8	40	26	10	5	11.2
3	9	3_09	1	M.per	9	44	26	12	6	10.83
3	10	3_10	2	A.ner	1	14	27	6	3	2.86
3	10	3_10	2	A.ner	2	18	27	6	3	4.21
3	10	3_10	2	A.ner	3	22	27	8	4	5.68
3	10	3_10	2	A.ner	4	25	27	8	4	7.14
3	10	3_10	2	A.ner	5	30	27	10	5	8.92
3	10	3_10	2	A.ner	6	33	27	11	6	10.73
3	10	3_10	2	A.ner	7	36	27	7	4	13.1
3	10	3_10	2	A.ner	8	39	27	6	3	NA
3	10	3_10	2	A.ner	9	41	27	2	1	NA
3	11	3_11	2	A.ner	1	13	26	4	2	1.98
3	11	3_11	2	A.ner	2	17	26	6	3	2.8
3	11	3_11	2	A.ner	3	21	26	6	3	3.57
3	11	3_11	2	A.ner	4	24	26	6	3	4.24
3	11	3_11	2	A.ner	5	29	26	8	4	5.44
3	11	3_11	2	A.ner	6	32	26	10	5	6.41
3	11	3_11	2	A.ner	7	35	26	10	5	6.5
3	11	3_11	2	A.ner	8	38	26	10	5	6.58
3	11	3_11	2	A.ner	9	42	26	10	5	6.59
3	12	3_12	2	M.per	1	13	25	4	2	2.42
3	12	3_12	2	M.per	2	17	25	4	2	3.58
3	12	3_12	2	M.per	3	21	25	6	3	4.93
3	12	3_12	2	M.per	4	24	25	6	3	5.59
3	12	3_12	2	M.per	5	29	25	8	4	7.11
3	12	3_12	2	M.per	6	32	25	9	5	8
3	12	3_12	2	M.per	7	35	25	9	5	7.52
3	12	3_12	2	M.per	8	38	25	9	5	8.8
3	12	3_12	2	M.per	9	42	25	8	4	8
3	13	3_13	1	Control	1	12	NA	4	2	1.96
3	13	3_13	1	Control	2	16	NA	6	3	2.83
3	13	3_13	1	Control	3	20	NA	8	4	3.56
3	13	3_13	1	Control	4	23	NA	6	3	4.09
3	13	3_13	1	Control	5	30	NA	10	5	6.15
3	13	3_13	1	Control	6	33	NA	10	5	6.96
3	13	3_13	1	Control	7	36	NA	12	6	7.36
3	13	3_13	1	Control	8	39	NA	10	5	8.1
3	13	3_13	1	Control	9	43	NA	12	6	8.37
3	14	3_14	1	A.asc	1	13	27	4	2	1.57
3	14	3_14	1	A.asc	2	17	27	6	3	1.81
3	14	3_14	1	A.asc	3	21	27	6	3	2.76
3	14	3_14	1	A.asc	4	24	27	6	3	3.15
3	14	3_14	1	A.asc	5	31	27	8	4	4.76
3	14	3_14	1	A.asc	6	34	27	6	3	5.21
3	14	3_14	1	A.asc	7	37	27	8	4	6
3	14	3_14	1	A.asc	8	40	27	10	5	6.36
3	14	3_14	1	A.asc	9	44	27	9	5	6.52
3	15	3_15	1	A.ner	1	11	26	2	1	1.68
3	15	3_15	1	A.ner	2	15	26	4	2	2.47
3	15	3_15	1	A.ner	3	19	26	6	3	3.52
3	15	3_15	1	A.ner	4	22	26	6	3	3.73
